Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-10-01 00:00:00-04:00,8.876495091261061,9.035003932176437,8.876495091261061,8.95574951171875,3162400,0.0,0.0
1999-10-04 00:00:00-04:00,8.955752670764923,8.955752670764923,8.876498222351074,8.876498222351074,533400,0.0,0.0
1999-10-05 00:00:00-04:00,8.876495091261061,8.95574951171875,8.876495091261061,8.95574951171875,270600,0.0,0.0
1999-10-06 00:00:00-04:00,8.955753406556715,9.431280136108398,8.955753406556715,9.431280136108398,205400,0.0,0.0
1999-10-07 00:00:00-04:00,9.431276034464878,9.431276034464878,8.916122301489905,8.95574951171875,214200,0.0,0.0
1999-10-08 00:00:00-04:00,8.995378782484266,8.995378782484266,8.91612434387207,8.91612434387207,65600,0.0,0.0
1999-10-11 00:00:00-04:00,8.91612434387207,8.955751563178168,8.876497124565972,8.91612434387207,77500,0.0,0.0
1999-10-12 00:00:00-04:00,8.916122301489905,8.95574951171875,8.876495091261061,8.95574951171875,49200,0.0,0.0
1999-10-13 00:00:00-04:00,8.955751563178168,9.11426044040256,8.876497124565972,8.91612434387207,49900,0.0,0.0
1999-10-14 00:00:00-04:00,8.876496201261467,8.91612341644567,8.400969619051033,8.63873291015625,430900,0.0,0.0
1999-10-15 00:00:00-04:00,8.321717412848221,8.361344638623688,8.044326832419948,8.282090187072754,158200,0.0,0.0
1999-10-18 00:00:00-04:00,8.242463572432355,8.242463572432355,7.925445742723418,8.123581886291504,83800,0.0,0.0
1999-10-19 00:00:00-04:00,8.083947199695515,8.400964736938477,8.083947199695515,8.400964736938477,58200,0.0,0.0
1999-10-20 00:00:00-04:00,8.480224218822661,8.559478650774274,8.321715354919434,8.321715354919434,62600,0.0,0.0
1999-10-21 00:00:00-04:00,8.32171559888263,8.519851684570312,8.242461164607558,8.519851684570312,98200,0.0,0.0
1999-10-22 00:00:00-04:00,8.480221492272836,8.599103101977596,8.440594289037918,8.559475898742676,191200,0.0,0.0
1999-10-25 00:00:00-04:00,8.519852428692873,8.836870193481445,8.519852428692873,8.836870193481445,153100,0.0,0.0
1999-10-26 00:00:00-04:00,8.757616549730301,8.955752670764923,8.757616549730301,8.876498222351074,65600,0.0,0.0
1999-10-27 00:00:00-04:00,8.876497124565972,8.995378782484266,8.876497124565972,8.91612434387207,100900,0.0,0.0
1999-10-28 00:00:00-04:00,8.995376721947594,9.193512773091813,8.95574951171875,8.95574951171875,255300,0.0,0.0
1999-10-29 00:00:00-04:00,8.955749910385883,9.669039726257324,8.955749910385883,9.669039726257324,123200,0.0,0.0
1999-11-01 00:00:00-05:00,9.510527142023635,9.510527142023635,9.272763963473045,9.352018356323242,41800,0.0,0.0
1999-11-02 00:00:00-05:00,9.352018356323242,9.431272749173438,9.074627981347552,9.352018356323242,66600,0.0,0.0
1999-11-03 00:00:00-05:00,9.312391159898143,9.431272749173438,9.312391159898143,9.352018356323242,18500,0.0,0.0
1999-11-04 00:00:00-05:00,9.431279034794125,9.589787926135203,9.193515697782509,9.470906257629395,72100,0.0,0.0
1999-11-05 00:00:00-05:00,9.51052983601888,10.065310743119982,9.431275420718723,9.986056327819824,122900,0.0,0.0
1999-11-08 00:00:00-05:00,10.065311704363141,11.016364778791155,10.02568449292864,10.540838241577148,240000,0.0,0.0
1999-11-09 00:00:00-05:00,10.620095777881238,10.620095777881238,10.223823547363281,10.223823547363281,42400,0.0,0.0
1999-11-10 00:00:00-05:00,10.14456544868677,10.223819866254635,10.02568382233497,10.184192657470703,59900,0.0,0.0
1999-11-11 00:00:00-05:00,10.184196324311484,10.303077993466871,10.184196324311484,10.223823547363281,20000,0.0,0.0
1999-11-12 00:00:00-05:00,10.303076571888393,11.729656404919094,10.303076571888393,11.412638664245605,248500,0.0,0.0
1999-11-15 00:00:00-05:00,11.531518107168246,11.531518107168246,11.095618797275288,11.214500427246094,99200,0.0,0.0
1999-11-16 00:00:00-05:00,11.214500006809029,11.214500006809029,11.016363964285903,11.055991172790527,95300,0.0,0.0
1999-11-17 00:00:00-05:00,11.214499872071402,11.57114474432809,10.937109415871756,11.09561824798584,107900,0.0,0.0
1999-11-18 00:00:00-05:00,11.095616852027783,11.095616852027783,10.937108039855957,10.937108039855957,67500,0.0,0.0
1999-11-19 00:00:00-05:00,10.937111022624563,11.254128733425276,10.897483808774474,11.174874305725098,31200,0.0,0.0
1999-11-22 00:00:00-05:00,11.135243860880534,11.333379872639973,11.135243860880534,11.293752670288086,36500,0.0,0.0
1999-11-23 00:00:00-05:00,11.293752847933302,12.284432922313417,11.293752847933302,12.125924110412598,65500,0.0,0.0
1999-11-24 00:00:00-05:00,12.046670881586042,12.046670881586042,11.650398813112817,11.769280433654785,53800,0.0,0.0
1999-11-26 00:00:00-05:00,11.72965540481826,11.72965540481826,11.650400976407326,11.690028190612793,2600,0.0,0.0
1999-11-29 00:00:00-05:00,11.650399747388116,11.650399747388116,11.333382067187078,11.491890907287598,20200,0.0,0.0
1999-11-30 00:00:00-05:00,11.531517583496717,11.729653624450268,11.531517583496717,11.650399208068848,38100,0.0,0.0
1999-12-01 00:00:00-05:00,11.650398813112817,11.808907640502108,11.571144399418172,11.769280433654785,43800,0.0,0.0
1999-12-02 00:00:00-05:00,11.769282328455072,12.046672821044922,11.769282328455072,12.046672821044922,33200,0.0,0.0
1999-12-03 00:00:00-05:00,12.12593158759201,12.284440497233735,12.086304360181579,12.165558815002441,62000,0.0,0.0
1999-12-06 00:00:00-05:00,12.165552914548083,12.165552914548083,11.571144791687427,11.650399208068848,38200,0.0,0.0
1999-12-07 00:00:00-05:00,11.72965499058666,12.046672693034948,11.690027777780623,11.80890941619873,112500,0.0,0.0
1999-12-08 00:00:00-05:00,11.729651120110477,11.729651120110477,11.412633522269653,11.531515121459961,27700,0.0,0.0
1999-12-09 00:00:00-05:00,11.571151733398438,11.650406197325823,11.49189726947105,11.571151733398438,15500,0.0,0.0
1999-12-10 00:00:00-05:00,11.49189201652581,11.49189201652581,11.174874305725098,11.174874305725098,22400,0.0,0.0
1999-12-13 00:00:00-05:00,11.254127215313655,11.412636049332157,11.055991172790527,11.055991172790527,44500,0.0,0.0
1999-12-14 00:00:00-05:00,10.937111179323962,10.937111179323962,10.818229536070442,10.857856750488281,19400,0.0,0.0
1999-12-15 00:00:00-05:00,10.857856750488281,10.857856750488281,10.69934789281692,10.857856750488281,11100,0.0,0.0
1999-12-16 00:00:00-05:00,10.818227338968157,10.937108958077697,10.65971851348877,10.65971851348877,90700,0.0,0.0
1999-12-17 00:00:00-05:00,10.580466249563399,10.937111179323962,10.580466249563399,10.857856750488281,37300,0.0,0.0
1999-12-20 00:00:00-05:00,10.778600826474573,10.778600826474573,10.659719199711986,10.738973617553711,31300,0.0,0.0
1999-12-21 00:00:00-05:00,10.738975384656122,10.818229815539192,10.699348169214586,10.778602600097656,11800,0.0,0.0
1999-12-22 00:00:00-05:00,10.857854711359199,11.016363539262251,10.857854711359199,10.897481918334961,6300,0.0,0.0
1999-12-23 00:00:00-05:00,10.897483964906122,10.937111179323962,10.7786023216526,10.857856750488281,3700,0.0,0.0
1999-12-27 00:00:00-05:00,10.818229536070442,10.857856750488281,10.818229536070442,10.857856750488281,2400,0.0,0.0
1999-12-28 00:00:00-05:00,10.818228989196339,11.174873900928086,10.818228989196339,11.016365051269531,65600,0.0,0.0
1999-12-29 00:00:00-05:00,11.055989648984827,11.055989648984827,10.857853633770045,10.937108039855957,9600,0.0,0.0
1999-12-30 00:00:00-05:00,10.857854450652747,11.016363274749867,10.857854450652747,10.976736068725586,5100,0.0,0.0
1999-12-31 00:00:00-05:00,10.937109125310725,11.016363539262251,10.897481918334961,10.897481918334961,13000,0.0,0.0
2000-01-03 00:00:00-05:00,11.055991990225655,11.095619201660156,10.540838241577148,10.540838241577148,64600,0.0,0.0
2000-01-04 00:00:00-05:00,10.540836957495983,10.540836957495983,9.906801651781938,10.06531047821045,81900,0.0,0.0
2000-01-05 00:00:00-05:00,9.986056327819824,9.986056327819824,9.51052983601888,9.986056327819824,38100,0.0,0.0
2000-01-06 00:00:00-05:00,9.986057683825493,10.303075388073921,9.986057683825493,10.144566535949707,41200,0.0,0.0
2000-01-07 00:00:00-05:00,10.06531047821045,10.303073717853216,9.986056064996195,10.06531047821045,34700,0.0,0.0
2000-01-10 00:00:00-05:00,10.461584240198135,10.461584240198135,10.144566535949707,10.144566535949707,94200,0.0,0.0
2000-01-11 00:00:00-05:00,10.223822822135663,10.699349465025694,10.144568381653992,10.421958923339844,39700,0.0,0.0
2000-01-12 00:00:00-05:00,10.461584606309877,10.857856750488281,10.461584606309877,10.857856750488281,25100,0.0,0.0
